9.903992	10.296770
9.160386	9.207887
7.918200	9.130224
8.927866	8.249657
9.368737	11.108825
7.683303	6.190968
7.696144	6.809921
11.212404	9.638158
8.428923	9.696113
9.275066	10.254031
9.261232	10.368891
8.454771	6.870231
9.080257	7.317593
7.367361	8.693587
8.117783	8.076567
8.433441	7.840693
10.078752	11.158646
10.010248	10.027096
7.929106	7.266237
8.843394	10.115676
6.214317	6.300862
9.564759	8.410479
9.700705	9.113922
7.595284	5.855649
7.285920	7.622935
9.058142	8.682313
8.692132	7.273830
10.143668	7.834856
9.070313	8.971733
8.924505	9.009770
10.152458	9.479448
8.106246	8.085560
8.489883	10.838899
8.095545	9.015509
8.871579	8.567379
9.804170	9.635799
8.206612	7.749909
10.634349	11.343936
9.617553	8.413731
10.304078	9.469413
8.567951	8.131413
9.305107	9.759315
8.772538	7.553301
8.679737	9.841529
9.883138	10.461377
9.098036	9.406014
9.170717	9.326992
10.075301	9.731788
6.578293	7.094593
7.618025	7.364512
9.602123	8.918943
9.493102	8.177762
9.815864	8.884817
10.064999	10.586529
9.768948	9.795527
6.788713	6.830364
8.907112	8.831313
8.957987	9.497612
9.592785	11.319851
6.617303	5.163758
8.847509	9.198461
9.021645	9.769104
8.998428	10.508582
9.219204	9.166725
10.542257	12.250183
7.676227	8.370946
9.442415	9.083997
7.047620	5.869645
9.866771	10.317485
8.742257	8.986221
8.324671	7.578192
7.899370	8.428782
8.974346	7.383242
8.639088	8.134461
9.379853	9.745819
8.589680	8.073859
6.980508	7.328670
8.713053	9.371744
9.417619	9.254170
9.659567	9.332293
8.193481	8.734407
9.739703	9.469215
7.790487	8.238793
8.651813	8.946304
8.124479	8.692232
9.245023	8.357683
9.142460	9.949448
10.053626	9.625703
9.285607	8.445473
9.182931	9.999501
10.480879	9.676278
7.882441	7.603041
8.531714	8.351369
7.427638	7.050768
9.848927	7.449628
9.233367	9.708721
9.226227	11.213325
9.618549	10.699545
8.993676	10.252790
9.893368	11.404682
8.305782	8.997948
8.680284	8.731533
9.075548	11.102906
8.745720	9.687091
8.386506	6.655488
7.262159	6.720020
10.332199	9.474476
9.004565	10.065179
9.325454	9.125277
9.275779	8.924711
7.462404	6.786456
9.546186	9.850931
8.487966	7.900966
8.521151	7.520725
8.581885	8.451978
8.690365	8.418547
10.149166	10.406935
8.162009	7.016501
8.417054	8.942757
11.012715	11.249526
9.630944	9.432383
6.757973	6.093924
9.674308	10.006236
7.277820	6.866027
9.507483	10.991255
8.900524	9.139519
9.927597	9.546129
8.110082	8.177175
8.959733	9.619675
9.461543	9.978668
8.408250	9.085333
8.881531	8.858261
9.033301	8.116547
9.452238	8.103744
8.597884	6.611050
7.747310	6.481135
10.160869	11.012759
9.001576	9.801323
11.154584	10.915382
10.824154	10.980301
8.181888	8.461005
9.627913	8.589126
8.648884	7.731811
9.701919	7.231575
9.731866	8.247728
10.354626	10.180778
9.971514	9.799838
8.260822	9.155260
6.764101	5.091245
7.830854	6.999854
8.536633	6.991648
9.198678	9.845535
8.168761	8.930743
7.885533	5.281000
10.576922	10.248047
7.390309	7.740840
11.346083	10.023462
10.520332	8.679213
9.085970	8.977339
9.153297	6.674451
8.329790	10.658925
8.154736	7.038717
6.781504	7.490124
7.875202	7.008022
8.998330	9.735156
10.549285	11.363377
9.392183	8.740969
9.145348	9.100147
8.549342	8.745344
8.752687	9.389024
8.943735	7.898809
8.317205	9.298456
8.794760	8.575235
9.061086	9.349351
8.176376	9.210219
8.779523	9.210752
9.464687	9.708238
9.564901	10.790587
7.774191	8.564337
8.324682	8.402560
10.349854	9.872005
7.974339	8.759755
10.462555	8.493656
8.514678	7.892502
8.142470	8.002080
8.159669	6.712650
9.170451	9.530383
8.545038	8.341428
9.621326	8.268474
7.473471	8.236557
8.676607	8.729896
9.853100	10.600731
7.058302	7.066000
8.478768	10.267027
9.164804	10.173460
10.249140	11.103033
9.356095	9.383106
9.286624	10.119137
9.966780	9.990464
10.018497	9.952207
8.498447	10.237815
8.893316	9.267764
9.745569	11.083775
9.223855	6.854533
10.346059	10.355368
9.501893	10.198958
10.883190	9.791775
8.604785	9.549668
7.865519	6.868986
8.184449	7.730033
7.904622	9.576020
9.295102	9.615050
8.329391	6.871980
7.550706	7.172749
8.757819	10.131703
8.902532	9.996918
9.729862	9.633096
7.652061	6.900582
9.537264	10.648033
9.958382	9.374977
9.060609	9.630099
8.455372	10.438484
10.399456	10.877458
8.910555	9.445951
8.542106	9.102075
10.264349	10.485602
7.762331	7.925713
9.962038	10.576077
11.236777	12.176636
9.375659	10.149291
9.003330	9.965601
9.585371	9.289108
9.414919	6.974274
7.722738	6.083130
8.692942	9.814491
10.917977	11.450885
8.795101	10.350615
9.180277	11.300947
9.019851	10.157218
8.515976	7.965514
8.047051	8.737881
7.466144	7.981420
9.291638	11.046621
8.620586	7.768267
9.196931	8.714634
10.177672	9.362695
9.744948	9.544125
9.249304	8.857460
9.254773	11.487653
9.235870	8.630965
9.345510	10.140756
8.250962	7.594617
9.073212	8.671589
8.960143	7.213256
7.047806	6.955513
8.985119	10.097154
8.334985	7.975195
10.050902	9.825702
9.543504	10.449673
9.091886	8.824015
8.688586	8.904879
9.540458	9.336747
9.816546	10.053113
9.593631	11.300965
11.186197	10.873322
9.960104	11.043351
10.132099	11.373769
8.631087	10.427889
8.197199	6.978391
8.509492	8.480728
7.891122	8.127262
8.383460	9.102520
7.492436	7.071709
8.524730	9.635642
9.356529	8.507325
9.294986	9.749931
8.765393	7.464098
8.033777	7.601941
9.797126	9.003090
8.683054	8.576871
8.508554	8.517503
10.575992	9.296604
9.654830	9.686794
7.908937	8.214796
7.706617	7.075118
9.648383	8.542503
11.538249	12.277735
7.785923	8.227564
9.650655	10.014824
7.972453	7.700278
8.564682	9.166564
8.098791	7.915077
8.555871	8.890521
8.710070	8.908614
9.091587	8.292135
8.408071	7.799006
7.217853	7.022187
9.034650	8.663775
8.895390	8.903572
9.908601	10.819397
9.364461	7.784542
7.224693	8.624650
8.822683	9.070268
10.032649	11.257176
7.598331	8.067350
9.099057	9.230455
9.163537	9.415059
7.978624	7.679950
9.675934	11.697183
10.015825	9.257189
7.215947	6.884046
8.804288	10.785576
9.817689	8.216987
8.165269	10.028483
8.751002	8.240054
8.516530	9.108260
9.462704	8.254110
7.894512	7.911115
9.641213	8.384442
6.866241	5.707291
8.900701	9.192835
9.421074	9.991279
8.291008	8.675140
7.825742	7.281593
9.287521	10.385774
9.201938	10.095655
7.897834	7.599029
7.919711	7.505791
9.567072	9.740365
8.735370	10.345171
9.782182	8.589626
9.649651	9.899577
7.866705	8.341250
8.233911	6.700623
8.599506	8.436028
10.615359	10.756022
9.178559	9.534863
9.522437	10.033682
9.538089	7.218136
8.936299	8.937633
6.213054	4.394539
7.713205	8.008228
8.202917	6.328692
8.511928	9.552983
8.666411	9.251121
9.378969	10.282617
10.491055	10.632900
9.520282	9.177363
9.414389	8.936549
9.116171	10.605819
9.023128	9.899611
8.775700	9.993600
7.848287	7.541433
8.767375	9.510182
9.639957	8.793660
7.589775	7.587667
9.640580	10.200524
9.507388	9.426184
10.280485	10.922221
9.228977	10.544916
9.880933	10.970591
8.141455	8.610225
10.463813	9.730441
8.892487	7.761820
9.059948	9.764971
9.152254	9.449346
9.386403	8.815217
9.924534	12.186643
9.257432	7.887528
9.571309	10.341626
7.902870	8.642797
7.810473	8.821636
9.199192	9.441814
8.673499	9.190608
7.886615	11.427593
9.107131	5.867269
7.921236	7.828028
9.629635	9.070078
9.656653	10.179193
8.261460	9.053024
8.934661	9.755293
10.145294	9.941283
8.167414	8.023302
10.539106	9.518466
9.480946	10.401527
7.249896	8.442870
9.689874	8.438758
7.578344	9.225315
11.692652	12.114326
7.587630	9.092449
7.504515	7.361926
5.743289	5.741979
8.115917	7.555337
6.932260	7.045591
9.269562	10.098014
9.270218	7.060534
6.637928	7.245500
7.924026	8.421878
9.609371	9.941479
8.583252	9.293917
9.015996	8.767502
8.969911	9.641071
10.243021	10.658048
8.853981	9.835496
9.357757	8.395729
8.838702	8.636445
11.120013	11.433052
9.517472	8.461365
8.343968	10.952473
7.691981	6.098727
8.257312	9.026109
9.206562	7.911626
8.594192	7.692025
9.560110	9.003167
8.554250	10.702907
8.627882	10.372673
7.818242	8.158484
9.859741	9.922535
8.942758	7.909209
6.881079	8.599554
10.116980	11.421743
8.810129	8.901775
8.109924	8.445648
9.665352	7.634026
7.946566	7.268317
8.231256	8.959725
8.268781	7.462421
9.482524	8.962518
8.556160	9.758098
8.070442	7.430395
9.636312	11.116011
10.531637	10.731325
9.467105	8.927559
6.622168	6.561335
7.360659	7.374538
10.877836	9.365584
8.438843	7.762695
10.239333	10.857121
9.973886	10.266880
9.600176	8.843312
10.182488	9.850833
9.089352	9.876317
9.469169	9.130224
7.726120	7.621751
8.416150	8.493174
8.318445	7.746804
9.572632	9.679557
6.533359	7.365491
9.218275	8.840986
9.920295	11.504004
8.102931	8.442838
7.275044	8.139766
8.052578	8.498275
10.039941	9.955153
9.303223	7.729939
10.065889	9.612919
8.734651	9.995223
8.341708	8.094874
7.092136	6.754007
8.713636	6.957611
10.694643	10.998678
9.240717	8.560745
10.710609	10.015195
11.008969	11.795768
8.198976	7.765422
8.182529	7.831039
10.601430	12.744406
9.431333	8.927909
9.016523	10.099200
8.073695	7.832340
9.723327	8.535111
10.163995	10.034883
9.581726	11.210938
11.364167	9.924143
8.079024	8.587537
8.591459	9.051357
8.904300	7.740667
7.893050	8.078071
9.079689	9.517405
9.441059	9.544330
10.044594	10.846292
7.306398	8.626310
10.922400	11.363265
9.208791	8.847740
9.629237	10.854688
7.362514	8.778370
9.119407	10.071454
9.268889	8.988182
9.001786	10.781707
8.526040	7.216777
8.879752	9.615165
9.116846	8.926924
8.582777	7.580893
8.903702	7.738747
9.060686	10.614073
8.858452	8.439742
9.603209	10.610936
7.845832	9.237174
10.089089	9.319472
8.877828	8.946165
9.032673	7.451478
10.013362	11.812237
9.145042	8.695314
8.887570	11.194706
9.742507	8.349899
7.597050	6.734087
10.516660	10.740183
10.011242	11.180859
9.314608	7.139794
9.042311	7.842929
9.518686	10.930295
8.981692	8.587161
11.733148	12.026469
9.611323	10.613072
7.781957	7.013809
10.830679	11.504486
9.640761	9.886328
8.842633	8.712941
8.792618	7.921271
9.491797	8.700870
9.624123	9.721938
11.623013	13.366182
9.547308	9.860535
8.734185	9.658009
10.106071	9.652047
9.117861	8.896195
8.606820	8.059718
9.613257	11.389726
7.398224	8.416699
8.741900	8.642188
7.885871	7.670979
8.541142	7.372211
6.856768	6.123266
9.525769	11.125077
10.763322	10.625400
7.482235	6.710575
7.930709	7.340635
8.909438	8.345068
9.512089	9.581325
9.404430	9.705157
8.361218	7.817871
9.110146	8.415012
8.887831	10.439125
11.322906	10.360514
10.337127	10.745958
9.126952	7.142312
9.438901	9.915398
9.498907	9.645977
8.025817	7.441754
10.101053	10.499560
8.318402	8.499000
10.173430	10.101158
9.285311	9.936494
9.618339	9.660289
9.494454	8.750879
8.132567	7.410605
8.797946	8.894070
9.571403	10.625949
9.714729	10.174954
8.703602	10.778018
8.316087	7.637408
8.107916	8.004823
11.139565	11.435449
6.747904	5.988296
8.540204	7.860463
8.519739	9.154376
8.520111	7.245942
8.774024	8.073177
9.007488	7.962901
10.283485	11.702370
9.463016	8.542480
9.559894	7.962790
6.753517	6.258259
7.378929	6.589473
10.135277	8.308367
8.864118	9.145306
10.988486	11.609175
8.856231	9.316485
10.302528	9.386458
9.160458	8.619851
8.506559	8.416150
8.659363	5.994332
8.609483	9.441650
10.469449	10.234281
8.768870	8.143533
9.129738	7.252473
9.168373	8.493700
7.222823	6.661434
9.532947	9.250832
10.462268	8.249155
9.955753	9.998711
8.393904	10.174587
9.157195	10.091611
8.418029	9.283058
9.860160	8.595812
7.270275	7.973701
9.112084	10.281837
8.549796	7.392917
8.660590	9.561827
9.476593	8.706047
8.443311	8.838418
7.065192	5.920855
9.890730	10.204452
8.928499	11.696830
10.159969	9.411612
9.270626	9.798784
10.693185	9.081678
9.930886	9.607214
9.415942	10.189497
9.498282	9.274383
9.051099	8.537586
6.761430	8.819536
10.962366	11.580266
8.875171	9.902265
8.087541	8.989842
7.173992	7.650471
8.166800	8.933435
9.213655	9.378628
10.319366	11.002171
8.527137	9.763633
8.731262	8.391051
9.964848	9.727499
9.343608	10.450826
8.603818	7.399040
8.326587	7.999848
9.307135	8.921478
9.952992	7.668759
8.583991	8.753754
9.156182	9.839583
8.640242	9.824061
10.190012	10.801098
9.664354	9.711370
9.335259	9.060891
9.927484	10.551783
7.999112	6.384269
9.409122	9.363041
7.012731	7.799657
10.617032	10.430738
8.111224	8.401740
9.719536	9.587781
9.843588	11.238430
7.378545	8.770371
8.277461	6.970634
9.632114	8.226692
7.633497	8.649046
9.278674	9.039699
8.965379	10.255325
8.781883	9.713540
8.574740	7.594968
8.250067	8.021655
9.053691	8.882692
9.480438	8.288565
9.479225	9.566064
10.906238	11.721834
9.274887	7.607376
7.064759	7.571258
7.959285	7.206513
9.939309	9.779444
8.181278	7.990383
6.927097	8.091160
9.158104	10.036131
8.882973	7.762427
9.960798	8.751203
7.329203	7.439173
9.878999	9.933573
7.697909	6.155935
9.602306	10.890994
10.217967	8.171778
8.992720	8.583587
10.216764	9.033391
10.013499	10.907843
8.728240	9.373227
11.341238	10.460933
10.107725	10.230870
8.640808	8.901289
7.597768	6.325242
7.789149	7.645695
9.190152	7.344184
7.183126	7.757862
8.457840	9.704145
9.257220	9.078945
7.927649	8.881531
7.669844	5.548924
11.349455	10.939705
7.707119	7.031709
8.709243	8.090947
9.450884	8.971132
8.969909	9.338209
9.162422	7.682915
9.207071	7.373739
8.439526	10.057900
8.010944	8.599511
8.469281	7.553273
9.879641	7.714266
10.934999	9.972137
9.400825	10.017012
9.045452	10.121422
8.545751	10.524132
10.359843	9.930973
11.036644	11.764459
9.090041	12.223103
8.591888	8.603084
9.771274	7.844860
8.958653	9.072378
9.054416	9.131949
9.275438	8.359018
9.062889	10.422387
9.997374	9.230018
7.571000	7.993165
9.697359	10.800528
7.904251	9.727823
9.449942	10.714280
9.121959	10.978801
10.319175	10.835356
8.793613	9.075657
8.881890	6.555289
8.164633	6.033690
9.413096	8.854126
8.128268	9.082454
8.741112	10.682101
9.353068	11.034501
7.916882	7.662275
8.864886	8.051865
8.943433	8.681523
9.010805	8.847970
9.063473	8.813336
7.673375	8.852739
9.401292	10.036653
8.805797	8.124460
9.939546	8.331628
6.104744	6.360569
7.951206	8.589294
8.612597	8.994052
8.992327	9.857232
7.474416	7.043942
10.362441	10.478492
8.570193	8.319157
7.792950	7.411188
7.813422	7.246784
8.031004	6.693199
9.281362	10.331558
9.188485	9.809184
9.319497	9.730592
9.662326	12.593080
7.710409	6.197397
11.918101	10.164734
8.524784	8.777988
8.266827	8.222636
10.040200	8.749357
10.093764	9.848369
7.789962	7.539606
7.850008	8.074749
8.961393	9.316649
8.885999	8.677726
8.234538	9.488478
8.949414	7.088927
8.280097	8.907131
9.285253	10.626981
10.424425	10.951739
8.205347	7.192995
9.613137	10.104464
8.232007	8.558234
7.194073	8.216666
8.788339	7.780880
8.274559	7.684857
7.929030	9.384902
9.198883	10.600381
8.861030	9.804525
7.993832	7.401834
8.563867	8.683700
9.526588	10.166360
8.898778	8.981824
7.002658	7.158772
8.139814	7.896202
8.089850	8.928118
9.823254	9.338351
9.218164	8.352858
9.345608	8.931816
10.226548	10.114118
9.295286	9.046255
7.826046	8.266261
9.125114	9.907353
11.352271	10.756412
7.940001	9.542528
8.252083	10.510738
8.327499	6.970867
8.809820	8.715748
8.830685	9.007338
10.060547	10.311099
8.841071	7.953208
8.771606	8.761198
7.094514	8.197807
9.541565	10.095792
7.406998	6.905414
10.923866	11.056389
9.066496	8.899265
10.747022	11.325221
9.423521	10.218140
8.845017	8.840945
9.332415	6.467101
6.959463	5.930366
8.420283	9.110401
8.900868	9.797964
8.201602	7.303586
8.063401	8.180461
7.635001	6.866445
9.519653	9.995893
8.352717	8.670656
9.974562	11.815407
9.782857	8.133116
9.680658	11.722600
9.509624	10.761291
8.080500	7.948595
9.231223	7.283006
8.523556	7.426844
9.664580	10.043922
10.709960	11.008190
9.398204	7.496441
9.119217	9.461978
10.209240	10.141886
10.502334	10.189958
10.574874	12.337841
8.397140	10.365884
10.451073	11.036361
9.569172	9.254425
8.547289	7.513359
7.636486	7.026313
9.111315	10.195655
9.647142	9.225550
7.774394	9.073205
9.078277	9.568552
8.526764	9.789372
9.723497	9.309589
9.636943	8.806506
